benchmark_id,elite_rate,elimination_rate,seed,best_value,error,time
CEC2022_F1,0.1,0.2,2545965601,8673.7042043466590258,8373.7042043466590258,1.558632
CEC2022_F1,0.1,0.2,2158924125,13581.3981314682077937,13281.3981314682077937,1.573500
CEC2022_F1,0.1,0.2,1981180051,8525.2554989985164866,8225.2554989985164866,1.543865
CEC2022_F1,0.1,0.2,2112044542,9067.8098645578756987,8767.8098645578756987,1.549714
CEC2022_F1,0.1,0.2,2881573664,11888.9497061051879427,11588.9497061051879427,1.554712
CEC2022_F1,0.1,0.2,2372223958,7829.4388731606713918,7529.4388731606713918,1.556119
CEC2022_F1,0.1,0.2,145415183,6576.5954629713705799,6276.5954629713705799,1.558110
CEC2022_F1,0.1,0.2,2487350364,11538.8225331262638065,11238.8225331262638065,1.542310
CEC2022_F1,0.1,0.2,3686646044,13006.4929606423120276,12706.4929606423120276,1.576800
CEC2022_F1,0.1,0.2,3678671351,4648.5441466623224187,4348.5441466623224187,1.557589
CEC2022_F1,0.1,0.2,524986831,11405.0885551584487985,11105.0885551584487985,1.576832
CEC2022_F1,0.1,0.2,1459918617,10344.3627680751833395,10044.3627680751833395,1.556742
CEC2022_F1,0.1,0.2,1638605194,10663.7334197679610952,10363.7334197679610952,1.549918
CEC2022_F1,0.1,0.2,1884120510,5681.9972845842194147,5381.9972845842194147,1.559128
CEC2022_F1,0.1,0.25,2894928748,7248.1576067751557275,6948.1576067751557275,1.568707
CEC2022_F1,0.1,0.25,1806734915,12043.8757072440348566,11743.8757072440348566,1.565311
CEC2022_F1,0.1,0.25,3217235270,9985.2094348391492531,9685.2094348391492531,1.555809
CEC2022_F1,0.1,0.25,1790284968,9967.0494701871175494,9667.0494701871175494,1.562885
CEC2022_F1,0.1,0.25,3866555287,10450.9145902549335005,10150.9145902549335005,1.554886
CEC2022_F1,0.1,0.25,1850582270,7789.7137491670273448,7489.7137491670273448,1.570506
CEC2022_F1,0.1,0.25,77564218,11654.2063629695658165,11354.2063629695658165,1.588091
CEC2022_F1,0.1,0.25,2900478716,11565.7970959402555309,11265.7970959402555309,1.562260
CEC2022_F1,0.1,0.25,2658924762,11100.3626175426215923,10800.3626175426215923,1.560046
CEC2022_F1,0.1,0.25,4255501078,8809.2746443303385604,8509.2746443303385604,1.559097
CEC2022_F1,0.1,0.25,1632872662,12809.0385022230329923,12509.0385022230329923,1.555588
CEC2022_F1,0.1,0.25,904221688,3806.4998814521409258,3506.4998814521409258,1.555371
CEC2022_F1,0.1,0.25,4030529564,8225.4743291739996494,7925.4743291739996494,1.561860
CEC2022_F1,0.1,0.25,619566366,8645.8156130532952375,8345.8156130532952375,1.574127
CEC2022_F1,0.1,0.25,3493902821,3714.9949482069205260,3414.9949482069205260,1.563295
CEC2022_F1,0.1,0.25,2974449495,7482.5418050208736531,7182.5418050208736531,1.558426
